A,B,C,D,E,F,G,H,I,J,K,L
'DM_4crsol_c','EX_ala__D_e','DALAt2pp','DM_oxam_c','CBMKr','CBPS','ECP_0188','ECP_2849','ECP_0959','ECP_0959','ECP_0251','ECP_4015'
'DM_5drib_c','EX_fe2_e','EX_fe3_e','EX_ac_e','ACKr','ACS','ECP_1085','ECP_0959','ECP_4059','ECP_4301','ECP_0738','ECP_0739'
'DM_amob_c','EX_fe3_e','EX_o2_e','EX_ac_e','ACS','PTAr','ECP_2362','ECP_0959','ECP_0513','ECP_4301','ECP_0738','ECP_0740'
'DM_mththf_c','EX_fe3_e','FE2tex','EX_co2_e','EX_fe2_e','EX_h_e','ECP_0004','ECP_2668','ECP_3285','ECP_4301','ECP_0737','ECP_0739'
'BIOMASS_Ec_iJO1366_core_53p95M','EX_fe3_e','O2tex','EX_co2_e','EX_fe3_e','EX_h_e','ECP_0169','ECP_0079','ECP_3878','ECP_4301','ECP_0737','ECP_0740'
'EX_ca2_e','EX_o2_e','EX_succ_e','EX_co2_e','EX_h_e','EX_o2_e','ECP_1086','ECP_0079','ECP_3877','ECP_4301','ECP_0123','ECP_0739'
'EX_cl_e','EX_o2_e','CPPPGO2','EX_co2_e','EX_h_e','FE2tex','s0001','ECP_0080','ECP_3878','ECP_4301','ECP_0123','ECP_0740'
'EX_cobalt2_e','EX_o2_e','ENO','EX_co2_e','EX_h_e','FE3tex','ECP_2355','ECP_0080','ECP_3877','ECP_0535','ECP_3465','ECP_4767'
'EX_cu2_e','EX_o2_e','GAPD','EX_co2_e','EX_h_e','FEROpp','ECP_3341','ECP_1793','ECP_2502','ECP_0738','ECP_2909','ECP_0739'
'EX_glc__D_e','EX_o2_e','OPHHX3','EX_co2_e','EX_h_e','O2tex','ECP_3340','ECP_0125','ECP_1329','ECP_0738','ECP_2909','ECP_0740'
'EX_k_e','EX_o2_e','PGK','EX_fe2_e','EX_h_e','CO2tex','ECP_0193','ECP_1082','plsB','ECP_0737','ECP_2909','ECP_0739'
'EX_meoh_e','EX_o2_e','PGM','EX_fe3_e','EX_h_e','CO2tex','ECP_4172','ECP_0535','ECP_2523','ECP_0737','ECP_2909','ECP_0740'
'EX_mg2_e','EX_o2_e','PPPGO3','EX_fe3_e','FEROpp','FESD1s','ECP_2830','ECP_0535','ECP_1255','ECP_0123','ECP_2552','ECP_0590'
'EX_mn2_e','EX_o2_e','SUCCtex','EX_fe3_e','FEROpp','FESR','ECP_1083','ECP_0535','ECP_4337','ECP_0123','ECP_2909','ECP_0739'
'EX_mobd_e','EX_succ_e','FUM','EX_fe3_e','FEROpp','O2tpp','ECP_4170','ECP_0440','ECP_0094','ECP_0123','ECP_2909','ECP_0740'
'EX_nh4_e','EX_succ_e','O2tex','EX_glyc_e','EX_h_e','EX_h2o_e','ECP_3289','ECP_1233','ECP_4270','ECP_0123','ECP_0590','ECP_2905'
'EX_ni2_e','EX_succ_e','O2tpp','EX_glyc_e','EX_h_e','H2Otex','ECP_3287','ECP_2552','ECP_2905','ECP_0123','ECP_0590','ECP_4772'
'EX_pi_e','3HAD100','ACACT1r','EX_glyclt_e','GLXCL','MALS','ECP_3288','ECP_2552','ECP_4772','ECP_2552','ECP_0885','ECP_3718'
'EX_so4_e','3HAD100','ACACT2r','EX_h_e','EX_h2o_e','GLYCtex','ECP_4511','ECP_3149','plsB','ECP_2552','ECP_0885','ECP_3717'
'EX_zn2_e','3HAD100','ACACT3r','EX_h_e','EX_o2_e','CO2tex','ECP_4510','ECP_0686','ECP_3943','ECP_2552','ECP_2898','ECP_0590'
'3OAR140','3HAD100','ACACT4r','EX_h_e','EX_o2_e','CO2tpp','ECP_3450','ECP_4149','ECP_0002','ECP_2552','ECP_2897','ECP_0590'
'3OAS140','3HAD100','ACOAD1f','EX_h_e','EX_o2_e','PDH','ECP_1088','ECP_0165','ECP_1536','ECP_2552','ECP_2896','ECP_0590'
'5DOAN','3HAD100','ACOAD3f','EX_h_e','CO2tex','FE2tex','ECP_1755','ECP_2457','ECP_4077','ECP_2552','ECP_4225','ECP_4169'
'A5PISO','3HAD100','ACOAD4f','EX_h_e','CO2tex','FE3tex','ECP_3451','ECP_3091','ECP_1566','ECP_2552','ECP_4169','ECP_0733'
'ACCOAC','3HAD100','ECOAH1','EX_h_e','CO2tex','FEROpp','ECP_2732','ECP_2444','ECP_2438','ECP_2552','ECP_4169','ECP_0736'
'ACGK','3HAD100','ECOAH2','EX_h_e','CO2tex','O2tex','ECP_1126','ECP_0921','ECP_0179','ECP_2552','ECP_4169','ECP_0735'
'ACGS','3HAD100','ECOAH3','EX_h_e','CO2tpp','O2tex','ECP_4422','ECP_3052','ECP_3057','ECP_2552','ECP_4169','ECP_0734'
'ACHBS','3HAD100','ECOAH4','EX_h_e','GLYCtex','H2Otex','ECP_3107','ECP_3052','ECP_3055','ECP_2329','ECP_2405','ECP_3676'
'ACLS','3HAD100','HACD1','EX_h_e','O2tex','PDH','ECP_4171','ECP_3052','ECP_3056','ECP_4333','ECP_3471','ECP_2906'
'ACODA','3HAD100','HACD2','EX_o2_e','ALLTAMH','PPC','ECP_4219','ECP_0048','ECP_1550','ECP_0576','ECP_4225','ECP_4169'
'ACONTa','3HAD100','HACD3','EX_o2_e','ALLTN','PPC','ECP_0582','ECP_0101','ECP_1809','ECP_0576','ECP_4169','ECP_0733'
'ACONTb','3HAD100','HACD4','EX_o2_e','DHBS','FE3abcpp','ECP_0583','ECP_2916','ECP_1727','ECP_0576','ECP_4169','ECP_0736'
'ACOTA','3HAD120','AACPS7','EX_o2_e','DHBS','FE3tex','ECP_0788','ECP_1707','ECP_3302','ECP_0576','ECP_4169','ECP_0735'
'ADCL','3HAD120','FACOAE120','EX_o2_e','DHBSH','FE3abcpp','ECP_4207','ECP_1707','gltB','ECP_0576','ECP_4169','ECP_0734'
'ADCS','3HAD160','AACPS3','EX_o2_e','DHBSH','FE3tex','ECP_1311','ECP_2072','ECP_3471','ECP_0572','ECP_4225','ECP_4169'
'ADSK','3HAD160','FACOAE160','EX_o2_e','DHORD5','DHORDfum','ECP_1312','ECP_3590','ECP_0902','ECP_0572','ECP_4169','ECP_0733'
'ADSL1r','3HAD161','AACPS4','EX_o2_e','DHORDfum','FRD2','ECP_0790','ECP_0267','ECP_2510','ECP_0572','ECP_4169','ECP_0736'
'ADSL2r','3HAD161','CTECOAI7_copy1','EX_o2_e','ENTCS','FE3abcpp','ECP_0473','ECP_2862','ECP_2510','ECP_0572','ECP_4169','ECP_0735'
'ADSS','3HAD161','FACOAE161','EX_o2_e','ENTCS','FE3tex','ECP_4173','ECP_2860','ECP_2510','ECP_0572','ECP_4169','ECP_0734'
'AGPAT160','3HAD40','ACACT1r','EX_o2_e','ENTERES2','FE3abcpp','ECP_3259','ECP_2861','ECP_2510','ECP_3934','ECP_1727','ECP_1794'
'AGPAT161','3HAD40','ACACT2r','EX_o2_e','ENTERES2','FE3tex','ECP_3527','ECP_2534','ECP_1629','ECP_3934','ECP_1727','ECP_1795'
'AGPR','3HAD40','ACACT3r','EX_o2_e','FE3abcpp','FEENTERabcpp','ECP_0139','ECP_2534','ECP_1630','ECP_3934','ECP_1727','ECP_4128'
'AHCYSNS','3HAD40','ACOAD1f','EX_o2_e','FE3abcpp','FEENTERexs','ECP_4495','ECP_2534','ECP_1626','ECP_3934','ECP_1794','ECP_2915'
'AICART','3HAD40','ACOAD3f','EX_o2_e','FE3abcpp','FEENTERtex','ECP_2576','ECP_2534','ECP_1628','ECP_3934','ECP_1795','ECP_2915'
'AIRC2','3HAD40','ECOAH1','EX_o2_e','FE3abcpp','FEENTERtonex','ECP_0939','ECP_2534','ECP_1627','ECP_3934','ECP_2915','ECP_4128'
'AIRC3','3HAD40','ECOAH2','EX_o2_e','FE3abcpp','SERASr','ECP_2062','ECP_2534','ECP_1631','ECP_3932','ECP_1727','ECP_1794'
'ALAALAr','3HAD40','ECOAH3','EX_o2_e','FE3tex','FEENTERabcpp','ECP_0840','ECP_2533','ECP_1629','ECP_3932','ECP_1727','ECP_1795'
'ALAR','3HAD40','HACD1','EX_o2_e','FE3tex','FEENTERexs','ECP_4067','ECP_2533','ECP_1630','ECP_3932','ECP_1727','ECP_4128'
'AMAOTr','3HAD40','HACD2','EX_o2_e','FE3tex','FEENTERtex','ECP_4468','ECP_2533','ECP_1626','ECP_3932','ECP_1794','ECP_2915'
'AMPMS2','3HAD40','HACD3','EX_o2_e','FE3tex','FEENTERtonex','ECP_0789','ECP_2533','ECP_1628','ECP_3932','ECP_1795','ECP_2915'
'ANPRT','3HAD60','ACACT1r','EX_o2_e','FE3tex','SERASr','ECP_3283','ECP_2533','ECP_1627','ECP_3932','ECP_2915','ECP_4128'
'ANS','3HAD60','ACACT2r','EX_o2_e','G6PDH2r','RPE','ECP_3134','ECP_2533','ECP_1631','ECP_3931','ECP_1727','ECP_1794'
'AOXSr2','3HAD60','ACACT3r','EX_o2_e','G6PDH2r','TKT2','ECP_1256','ECP_4228','ECP_4023','ECP_3931','ECP_1727','ECP_1795'
'APRAUR','3HAD60','ACOAD1f','EX_o2_e','GHMT2r','PPC','ECP_2600','ECP_2446','ECP_0777','ECP_3931','ECP_1727','ECP_4128'
'ARGSL','3HAD60','ACOAD3f','EX_o2_e','MOX','PDX5PO2','ECP_2601','ECP_2446','ECP_0776','ECP_3931','ECP_1794','ECP_2915'
'ARGSS','3HAD60','ECOAH1','EX_o2_e','MOX','PPC','ECP_2368','ECP_2446','ECP_0775','ECP_3931','ECP_1795','ECP_2915'
'ASAD','3HAD60','ECOAH2','EX_o2_e','MTHFC','PPC','ECP_4256','ECP_0777','ECP_2445','ECP_3931','ECP_2915','ECP_4128'
'ASP1DC','3HAD60','ECOAH3','EX_o2_e','MTHFD','PPC','ECP_0925','ECP_0777','ECP_2447','ECP_3935','ECP_1727','ECP_1794'
'ASPCT','3HAD60','HACD1','EX_o2_e','PGCD','PPC','ECP_0797','ECP_0776','ECP_2445','ECP_3935','ECP_1727','ECP_1795'
'ASPK','3HAD60','HACD2','EX_o2_e','PGL','RPE','ECP_0795','ECP_0776','ECP_2447','ECP_3935','ECP_1727','ECP_4128'
'ASPTA','3HAD60','HACD3','EX_o2_e','PGL','TKT2','ECP_0731','ECP_2445','ECP_0775','ECP_3935','ECP_1794','ECP_2915'
'ATPPRT','3HAD80','ACACT1r','EX_o2_e','PPC','PSERT','ECP_2761','ECP_0775','ECP_2447','ECP_3935','ECP_1795','ECP_2915'
'BMOCOS','3HAD80','ACACT2r','EX_o2_e','PPC','PSP_L','ECP_2851','ECP_3072','ECP_3924','ECP_3935','ECP_2915','ECP_4128'
'BMOGDS1','3HAD80','ACACT3r','EX_o2_e','PPC','UGLYCH','ECP_4003','ECP_3072','ECP_3925','ECP_3930','ECP_1727','ECP_1794'
'BMOGDS2','3HAD80','ACOAD1f','EX_o2_e','PPC','URIC','ECP_0183','ECP_3072','ECP_3927','ECP_3930','ECP_1727','ECP_1795'
'BPNT','3HAD80','ACOAD3f','EX_o2_e','PPC','XAND','ECP_3136','ECP_3072','ECP_3926','ECP_3930','ECP_1727','ECP_4128'
'BTS5','3HAD80','ECOAH1','EX_succ_e','PPPGO','SUCDi','ECP_0792','ECP_1255','ECP_4337','ECP_3930','ECP_1794','ECP_2915'
'CA2tex','3HAD80','ECOAH2','3HAD100','3HAD120','ACACT5r','ECP_3746','ECP_1639','ECP_3369','ECP_3930','ECP_1795','ECP_2915'
'CAt6pp','3HAD80','ECOAH3','3HAD100','3HAD120','ACOAD5f','ECP_3964','ECP_0447','ECP_3476','ECP_3930','ECP_2915','ECP_4128'
'CDPMEK','3HAD80','HACD1','3HAD100','3HAD120','ECOAH5','ECP_0029','ECP_3210','ECP_3965','ECP_3937','ECP_1727','ECP_1794'
'CHORM','3HAD80','HACD2','3HAD100','3HAD120','HACD5','ECP_2492',,,'ECP_3937','ECP_1727','ECP_1795'
'CHORS','3HAD80','HACD3','3HAD100','3HAD140','ACACT6r','ECP_2354',,,'ECP_3937','ECP_1727','ECP_4128'
'CHRPL','3OAR100','ACACT1r','3HAD100','3HAD140','ECOAH6','ECP_3148',,,'ECP_3937','ECP_1794','ECP_2915'
'CLt3_2pp','3OAR100','ACACT2r','3HAD100','3HAD140','HACD6','ECP_1054',,,'ECP_3937','ECP_1795','ECP_2915'
'CLtex','3OAR100','ACACT3r','3HAD100','3OAR120','ACACT5r','ECP_3264',,,'ECP_3937','ECP_2915','ECP_4128'
'COBALT2tex','3OAR100','ACACT4r','3HAD100','3OAR120','ACOAD5f','ECP_3475',,,'ECP_3936','ECP_1727','ECP_1794'
'COBALT2tpp','3OAR100','ACOAD1f','3HAD100','3OAR120','ECOAH5','ECP_1640',,,'ECP_3936','ECP_1727','ECP_1795'
'CPMPS','3OAR100','ACOAD3f','3HAD100','3OAR120','HACD5','ECP_0480',,,'ECP_3936','ECP_1727','ECP_4128'
'CS','3OAR100','ACOAD4f','3HAD100','3OAS120','ACACT5r','ECP_0027',,,'ECP_3936','ECP_1794','ECP_2915'
'CTPS2','3OAR100','ECOAH1','3HAD100','3OAS120','ACOAD5f','ECP_0104',,,'ECP_3936','ECP_1795','ECP_2915'
'CU2tex','3OAR100','ECOAH2','3HAD100','3OAS120','ECOAH5','ECP_3967',,,'ECP_3936','ECP_2915','ECP_4128'
'CU2tpp','3OAR100','ECOAH3','3HAD100','3OAS120','HACD5','ECP_1090',,,'ECP_3933','ECP_1727','ECP_1794'
'CYSS','3OAR100','ECOAH4','3HAD100','AACPS2','AACPS4','ECP_0181',,,'ECP_3933','ECP_1727','ECP_1795'
'CYSTL','3OAR100','HACD1','3HAD100','AACPS2','CTECOAI7_copy1','ECP_0479',,,'ECP_3933','ECP_1727','ECP_4128'
'DAPDC','3OAR100','HACD2','3HAD100','AACPS2','FACOAE161','ECP_1342',,,'ECP_3933','ECP_1794','ECP_2915'
'DAPE','3OAR100','HACD3','3HAD100','AACPS4','CTECOAI6_copy1','ECP_2738',,,'ECP_3933','ECP_1795','ECP_2915'
'DASYN160','3OAR100','HACD4','3HAD100','AACPS4','FACOAE141','ECP_2737',,,'ECP_3933','ECP_2915','ECP_4128'
'DASYN161','3OAR120','AACPS7','3HAD100','AACPS7','AACPS8','ECP_0536',,,'ECP_4010','ECP_4492','ECP_3572'
'DB4PS','3OAR120','FACOAE120','3HAD100','AACPS7','FACOAE100','ECP_0023',,,'ECP_4010','ECP_4492','ECP_3574'
'DBTS','3OAR160','AACPS3','3HAD100','AACPS8','ACACT5r','ECP_3929',,,'ECP_4010','ECP_4492','ECP_3573'
'DDPA','3OAR160','FACOAE160','3HAD100','AACPS8','ACOAD5f','ECP_0164',,,'ECP_4010','ECP_4492','ECP_3571'
'DHAD1','3OAR161','AACPS4','3HAD100','AACPS8','ECOAH5','ECP_3709',,,'ECP_4010','ECP_4492','ECP_3575'
'DHAD2','3OAR161','CTECOAI7_copy1','3HAD100','AACPS8','FACOAE120','ECP_1420',,,'ECP_0412','ECP_0921','ECP_2726'
'DHDPRy','3OAR161','FACOAE161','3HAD100','AACPS8','HACD5','ECP_3928',,,'ECP_1652','ECP_0765','ECP_2602'
'DHDPS','3OAR40','ACACT1r','3HAD100','ACACT5r','FACOAE100','ECP_4081',,,'ECP_3973','ECP_2584','ECP_3590'
'DHFR','3OAR40','ACACT2r','3HAD100','ACOAD2f','ACOAD2','ECP_2351',,,'ECP_1556','ECP_1555','ECP_4169'
'DHFS','3OAR40','ACACT3r','3HAD100','ACOAD5f','FACOAE100','ECP_4184',,,'ECP_1727','ECP_4225','ECP_1649'
'DHNPA2r','3OAR40','ACOAD1f','3HAD100','CTECOAI6_copy1','CTECOAI7_copy1','ECP_1258',,,'ECP_1727','ECP_1649','ECP_0733'
'DHORTS','3OAR40','ACOAD3f','3HAD100','CTECOAI6_copy1','FACOAE161','ECP_2422',,,'ECP_1727','ECP_1649','ECP_0736'
'DHPPDA2','3OAR40','ECOAH1','3HAD100','CTECOAI7_copy1','FACOAE141','ECP_2509',,,'ECP_1727','ECP_1649','ECP_0735'
'DHPS2','3OAR40','ECOAH2','3HAD100','ECOAH5','FACOAE100','ECP_2193',,,'ECP_1727','ECP_1649','ECP_0734'
'DHPTDCs2','3OAR40','ECOAH3','3HAD100','FACOAE100','FACOAE120','ECP_1330',,,'ECP_2760','ECP_3489','ECP_1649'
'DHQS','3OAR40','HACD1','3HAD100','FACOAE100','HACD5','ECP_4257',,,'ECP_2898','ECP_0590','ECP_2905'
'DHQTi','3OAR40','HACD2','3HAD100','FACOAE141','FACOAE161','ECP_0134',,,'ECP_2898','ECP_0590','ECP_4772'
'DMATT','3OAR40','HACD3','3HAD120','3HAD121','ACACT1r','ECP_2063',,,'ECP_2897','ECP_0590','ECP_2905'
'DNMPPA','3OAR60','ACACT1r','3HAD120','3HAD121','ACACT2r','ECP_2065',,,'ECP_2897','ECP_0590','ECP_4772'
'DNTPPA','3OAR60','ACACT2r','3HAD120','3HAD121','ACACT3r','ECP_3997',,,'ECP_2896','ECP_0590','ECP_2905'
'DPCOAK','3OAR60','ACACT3r','3HAD120','3HAD121','ACACT4r','ECP_2141',,,'ECP_2896','ECP_0590','ECP_4772'
'DPR','3OAR60','ACOAD1f','3HAD120','3HAD121','ACACT5r','ECP_0152',,,'ECP_3590','ECP_2278','ECP_4487'
'DTMPK','3OAR60','ACOAD3f','3HAD120','3HAD121','ACOAD1f','ECP_0003',,,'ECP_3590','ECP_2277','ECP_4487'
'DXPRIi','3OAR60','ECOAH1','3HAD120','3HAD121','ACOAD3f','ECP_4223',,,'ECP_2862','ECP_4225','ECP_4169'
